[ID],text,[score],[COT],[num_annotators],[holistic_scores_per_annotator],[R1],[R2],[R3],[R4],[R5],[R6],[R7]
444,"Title: The Search for the Lost Treasure: A Kidâ€™s Story Text: The lost treasure was hidden away long ago. But now, it’s time to find it! Join our heroes on their search as they travel to different places, looking for clues that will lead them to the treasure. Can they solve the puzzles and find the treasure before it’s too late? I don’t think it is too late. This only been a few weeks. ",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
447,"Title: A Pet Turtle Text: Though Jeff had always been a dog person, he found himself drawn to the small tank in the pet store where a single turtle swam circles. He slowly reached his hand in, letting the turtle get used to his presence before scooping him up and taking him to the counter. It wasn't until he got home and set up the tank in his room that he realized just how much work turtles could be. But despite that, he found himself developing a bond with this little creature who relied on him for everything. He named him Sheldon after his favorite character on TV and they soon became inseparable. Each day, when Jeff came home from school or work, Sheldon would be there waiting for him with a smile on his face with a pizza slice he made patiently.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Each day, when Jeff came home from school or work, Sheldon would be there waiting for him with a smile on his face with a pizza slice he made patiently.' doesn't make sense <r1>1</r1> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 0, 'annot2': 0}",1,0,0,0,1,0,0
450,"Title: The Magical Journey of Exploration Text: The Magical Journey of Exploration is a store designed to take children on a journey of self-discovery and exploration. The book follows the adventures of a young girl named Mia as she discovers her own identity and purpose in life. Along the way, Mia meets new friends and learns valuable lessons about herself, others, and the world around her. Ultimately, Mia suffered bulling from other kids.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1, 'annot2': 1}",1,0,1,1,0,1,0
452,"Title: Jaden Smith Text: When Jaden was a young boy, he always loved spending time by the water. One day, while he was playing by the ocean, he discovered an artificial island made of coral. He felt fascinated by it and decided to make his own artificial island using some salvaged coral from the sea. After many years of construction and countless hours inactivity at his new island workshop, Jaden finally realized how amazing this thing truly had become: It even looked like nature! Jaden's Island never stopped amas singer knowledge and popularity because for all people everywhere who visit it - whether they were there for just one day or weeks on end - Jackie Robinson 1908 Baseball Statue & Wrecking Ballhouse is top spot!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,0,1,0,1,0,1
453,"Title: Pop Quiz Text: My best friends and I hit up a game of pop quiz during our last class ever. We were all experienced gamers, so we quickly got started. 
We played through the levels until we had them all memorized. Around the halfway point, my best friend made what could only be called an “epiphany”. So, My ofy typed out in response to everyone else's Blankety - blank questions, ""If you removed 1 letter from every word in this song, What would it be?"" And with that sentence, pop quiz finito! We licked our wounds for a little bit before getting back into competition mode. Results came back soon enough. my friend's answer was correct!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,1,0,0,0,0
458,"Title: Likud down, Lapid rises Text: It was a cold, winter night. The snow fell gently to the ground like Esther's droplets of tears. Lapid lay wrapped in his thin blanket alone in his bed. Although it was late, he could not sleep because he felt a certain someone watching him from the other side of the door. After long minutes nothing changed and Lapid gave up hope. Then I heard something even louder than the sound of falling snow-a voice crying out. It was Likud who had come to visit him during this times lowest moment. His friend visited regularly as did many others but no one ever came to see Lapid when he needed them most. 'Then one day Likud came personally without notice and announced that now all seats on Jerusalem's central council were open for Israel's manifesto campaign.’.
Lapid couldn't believe it; at seventy eight years old Temeria - the only living relative left behind across six brothers and sisters - had granted him an audience with her highest court decisions. 'He asked five times what for but she would say nothing more until after sunset that particular night.'  registerdly along with everyone else as Central Zionist Movement (Zionist) leader Moshe Sharett Introduced his new candidate for councillor,"" preparedto do whatever it takes,'",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 1}",1,1,1,1,1,1,1
460,"Title: Unlocking Your Potential Text: A young woman was always told she was special and had the potential to do great things. She believed her elders and put in the hard work, but somehow she never felt like she was reaching her full potential. One day, after a particularly discouraging day, she decided to go for a walk in nature to clear her head. As she walked, she began to notice the cars, the noise, and the crowd cheering him on. As she tried to listen harder - she noticed some people yelling for him to run faster and faster. It was electrifying and peeled her with excitement. Finaly, he won the race and got his medal. He felt like all of his hard work was worth it.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,1,1,1,0,1,0
466,"Title: The Power of Astronom Text: The sky was always a place of fascination for me. As a child, I would lie on my back in the grass and stare up at the stars, imagining what it would be like to visit them. This curiosity led me to study astronomy in college and eventually pursue a career as an astronomer.
Astronomy has given me so much power over the years. It has allowed me to understand our place in the universe and discover things that we never knew existed. It has also helped me appreciate just how small and insignificant we are in comparison to the vastness of space. Even on our best days, we are but tiny specks of dust drifting through an infinite cosmos.
Through my work, I have been able to touch people's lives in ways that I never could have imagined. My discoveries have inspired others to look up at the stars with wonder and imagine all of the possibilities that exist beyond our world.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
467,"Title: The Price of Betrayal Text: The Price of Betrayal is the story of a young woman who is betrayed by her loved ones. She takes the step that is necessary to get away from her pain, but instead she turns back around and towards them. The consequences are terrible and will make you feel exactly what she has been through.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
468,"Title: A lost pacifier Text: Libby sighed as she looked around the messy nursery. It seemed like everywhere she went, there were toys and babies articles of clothing strewn about. Finally, after half an hour of fruitless searching, she gave up and headed for Sara's room. With a little bit more luck than anywhere else in the house, Libby found her daughter's pacifier on top of one of the bookshelves in Sara's bedroom. She breathed a sigh of relief and slipped it into her pocket before heading back downstairs to tell Amanda that they'd finally located their missing object.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Finally, after half an hour of fruitless searching, she gave up and headed for Sara's room.' discusses an entity which has not been introduced yet <r2>1</r2>
	-The sentence 'She breathed a sigh of relief and slipped it into her pocket before heading back downstairs to tell Amanda that they'd finally located their missing object.' discusses an entity which has not been introduced yet <r2>1</r2>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,1,0,0,0,0,0
469,"Title: fresh start Text: When Freddie and Zoë moved to their new house, it was a fresh start for them. They had been living in the same apartment for years and it felt like an infinity loop of the same thing.Freddie was excited to finally be able to live by himself and make his own decisions. He loved spending time alone on his computer or going out fishing with friends, but now that he had his own place the clock seemed to have stopped ticking.It wasn't long until Freddie found himself aoshing around all day not knowing what he should do next: watch TV or play video games; socialize with friends or stay unemployed; eatOD food or skip dinner entirely because there wasn't anything else around; actually do something other than just sit home all day Pinteresting! It did nothing seem right.""eto make some lists"" said zoë as she walked into her room later that evening after they finished eating dinner Together they started making ""starter kits"" which would serve as aplanner for both of their lives while waiting For things to happenIn additionto being mainstayforFreddie's life at this point were alsohis two dogs Tosie & Scooby who each saw him as one big piece ofpaws pie +++."" Hey where's my Baxter?"" mimicked Tosie joyously ,"" Give me",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,0,1,0,0,0
471,"Title: On Second Thought Text: soluble commutations are a mathematical topic of intense interest and controversy. As the only effective treatment for several major diseases, they have been the subject of much research over the last few decades. However, as yet there is no cure for on second thought-emotional stressor syndrome (OSI-EMS), which causes participants to experience two thoughts simultaneously; one positive, and one negative. While some researchers believe that soluble commutation can accurately predict response to different treatments in healthy people living with OSI-EMS, others maintain that it does not work at all and does nothing to help improve overall well-being or manage symptoms. Despite this lack of scientific evidence either way, many people continue to suffer from OSI-EMS because they do not know how to effectively cope with their mental stressors without sacrificing their overall quality of life.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'As the only effective treatment for several major diseases, they have been the subject of much research over the last few decades.' and previous ones doesn’t make sense <r3>1</r3>
	-The sentence 'However, as yet there is no cure for on second thought-emotional stressor syndrome (OSI-EMS), which causes participants to experience two thoughts simultaneously; one positive, and one negative.' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 1, 'annot4': 1}",1,0,1,1,1,0,0
473,"Title: Unexpected Windfall Text: It was a day like any other. The sun was shining and everything seemed to be going according to plan. Until, that is, something special happened- the wind started picking up! Suddenly, entire shelves of books flew off the shelves into freedom and Awesome ended up with an entire library by her side! She couldn't believe it- she had just received an unexpected windfall.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 0, 'annot4': 0}",0,1,1,0,1,0,0
